SPORT, DATE, COMP, BET-TYPE, MATCH-UP, BET, ODDS, STAKE, BOOK, RESULT, +/-
Soccer, 19/01 07:30, AUSW, Live, 78′ Adelaide Utd (W) – W. Sydney (W) (1-2), over 3.5, 1.72, 5, bet365, 1-4, +3.6,
Soccer, 19/01 16:00 19-01 16:00, ITA2 ITA2, Live, 24′ Lecce – Benevento (0-0) (5) 68' Lecce - Benevento (1-0) (5), over 1.5 over 1.5, 1.80 1.83, 10, bet365, 1-1, +8.15,
Soccer, 19/01 16:30, GER1, Live, 73′ Hannover – Werder Bremen (0-1), over 1.5, 1.77, 10, sbobet, 0-1, -10,
Soccer, 19/01 17:00, ENL1, Live, 71′ Doncaster – Burton (1-1), over 2.5, 1.80, 5, bet365, 2-2, +4,
Soccer, 19/01 17:00, EPL, Live, 72′ Bournemouth – West Ham (1-0), over 1.5, 1.78, 5, sbobet, 2-0, +3.9,
Soccer, 19/01 17:00, ENCH, Live, 66′ Blackburn – Ipswich (1-0), over 1.5, 1.83, 10, bet365, 2-0, +8.3,
Soccer, 19/01 17:00 19-01 17:00, ENG6 ENG6, Live, 24′ Bradford PA – Blyth Spartans (0-0) (5) 77' Bradford PA - Blyth Spartans (1-1) (5), over 2.25 over 2.5, 1.82 1.82, 10, pinnacle, 1-1, -7.5,
Soccer, 19/01 17:00, ENL1, Pre-Match, Scunthorpe – Sunderland 0.5:0, 1 asian, 1.92, 10, sbobet, 1-1, +9.2,
Soccer, 19/01 17:00, ENL1, Pre-Match, Luton – Peterborough 0:0.75, 2 asian, 1.95, 10, sbobet, 4-0, -10,
Soccer, 19/01 17:00, EPL, Pre-Match, Watford – Burnley 0:1, 2 asian, 1.84, 10, pinnacle, 0-0, +8.4,
Soccer, 19/01 17:00, EPL, Pre-Match, Liverpool – Crystal Palace 0:2, 2 asian, 1.92, 5, pinnacle, 4-3, +4.6,
Soccer, 19/01 21:00, BEL1, Pre-Match, Eupen – Lokeren 0:0.5, 2 asian, 1.99, 10, sbobet, 4-1, -10,
Soccer, 20/01 03:00, MEX1, Pre-Match, Club America – Pachuca, over 2.5, 1.85, 5, bet365, 3-0, +4.25,
Soccer, 20/01 16:00, ITA1, Pre-Match, Fiorentina – Sampdoria 0:0.5, 2 asian, 2.13, 5, sbobet, 3-3, +5.65,
Soccer, 20/01 17:45 20-01 17:45, HOL1 HOL1, Live, 81′ Ajax – Heerenveen (3-3) (4) 81' Ajax - Heerenveen (3-3) (3), over 6.5 2, 1.80 23.00, 7, bet365, 4-4, +0.2,
Soccer, 20/01 19:30, ESP1, Live, 70′ Rayo Vallecano – Real Sociedad (2-1), over 3.5, 1.90, 5, pinnacle, 2-2, +4.5,
Soccer, 20/01 19:30, ESP1, Live, 13′ Rayo Vallecano – Real Socieadad, over 2, 1.81, 5, bet365, 2-2, +4.05,
Soccer, 20/01 19:30, ESP1, Live, 73′ Levante – Valladolid (1-0), over 1.5, 1.83, 5, pinnacle, 2-0, +4.15,
Soccer, 20/01 19:30, ESP1, Pre-Match, Rayo Vallecano – Real Sociedad, over 2.5, 1.90, 5, bet365, 2-2, +4.5,
Soccer, 20/01 21:30, ITA1, Live, 76′ Napoli – Lazio (2-1), over 3.5, .193, 5, pinnacle, 2-1, -5,
Soccer, 21/01 16:00, ITA1, Pre-Match, Genoa – Milan, under 2.5, 1.75, 10, sbobet, 0-2, +7.5,
Soccer, 21/01 21:30, ENCH, Live, 67′ Bolton – West Brom (0-1), over 1.5, 1.75, 10, sbobet, 0-2, +7.5,
Soccer, 25/01 10:30, AUSW, Live, 77′ Adelaide (W) – Newcastle Jets (W) (1-1), over 2.5, 1.72, 5, bet365, 1-2, +3.6,
Soccer, 25/01 21:45, FRA1, Pre-Match, Marseille – Lille 0:0.25, 2 asian, 1.90, 10, pinnacle, 1-2, +9,
Soccer, 26/01 05:00, MEX1, Pre-Match, Atlas – Lobos, over 2.25, 1.91, 10, sbobet, 3-1, +9.1,
Soccer, 26/01 14:00, ESP1, Live, 18′ Sevilla -Levante 0:1.5 (0-0), 2 asian, 1.72, 5, pinnacle, 5-0, -5,
Soccer, 26/01 16:00, FRA2, Live, 67′ Brest – Sochaux (1-0), over 1.5, 1.80, 5, sbobet, 1-0, -5,
Soccer, 26/01 16:30, GER1, Live, 79′ Gladbach – Augsburg (1-0), over 1.5, 2.45, 5, bet365, 2-0, +7.25,
Soccer, 26/01 16:30, GER1, Live, 78′ Freiburg – Hoffenheim (2-3), over 5.5, 1.92, 5, pinnacle, 2-4, +4.6,
Soccer, 26/01 16:30, GER1, Live, 74′ Mainz – Nurnberg (2-1), over 3.5, 2.00, 10, pinnacle, 2-1, -10,
Soccer, 26/01 17:00, ENCH, Live, 76′ Aston Villa – Ipswich (2-1), over 3.5, 2.25, 10, bet365, 2-1, -10,
Soccer, 26/01 17:00, ENG6, Live, 73′ York – Chorley (1-2), over 3.5, 1.75, 5, bet365, 1-4, +3.75,
Soccer, 26/01 17:00, ENCH, Pre-Match, Rotherham – Leeds 1:0, 1 asian, 1.83, 5, pinnacle, 1-2, 0,
Soccer, 26/01 17:30, ESP3, Live, 73′ Real B – Union Adarve (1-0), over 1.5, 2.05, 5, bet365, 1-0, -5,
Soccer, 26/01 18:00, TUR1, Live, 71′ Goztepe – Galatasaray (0-0), over 0.5, 1.88, 5, pinnacle, 0-1, +4.4,
Soccer, 26/01 19:30 26-01 19:30 26-01 19:30 26-01 19:30, GER1 GER1 GER1 GER1, Live, 13′ Werder – Eintracht Fr. (0-0) (5) 21' Werder Bremen - Eintracht Fr. (0-0) (5) 72' Werder Bremen - Eintracht Fr. (2-2) (5) 76' Werder Bremen - Eintracht Fr. (2-2) (5), over 2.5 over 0.5 HT over 4.5 over 4.5, 1.80 1.85 1.75 1.98, 20, pinnacle, 2-2, -1.75,
Soccer, 26/01 19:30, GER1, Pre-Match, Werder – Eintracht Fr., GG & over 2.5, 1.72, 5, bet365, 2-2, +3.6,
Soccer, 27/01 01:00, MEX1, Pre-Match, Monterrey – Club America, over 2.25, 1.79, 10, pinnacle, 3-2, +7.9,
Soccer, 27/01 17:15, GRE1, Pre-Match, PAOK – OFI, 1 & Over 2.5, 1.80, 5, bet365, 4-0, +4,
Soccer, 29/01 21:45, EPL, Live, 75′ Arsenal – Cardiff (1-0), over 1.5, 1.80, 5, pinnacle, 2-1, +4,
Soccer, 29/01 21:45 30-01 21:45, EPL EPL, Live, 72′ Wolves – West Ham (1-0) (5) 77' Wolves - West Ham (1-0) (5), over 1.5 over 1.5, 2.14 2.34, 10, pinnacle, 3-0, +12.4,
Soccer, 01/02 01:30, BRACUP, Live, 70′ Botafogo – Resende (0-0), over 0.5, 1.70, 10, bet365, 0-1, +7,
Soccer, 01/02 20:30, HOLW, Live, 72′ Exelcior (W) – Alkmaar (W) (0-0), over 0.5, 1.72, 5, bet365, 0-2, +3.6,
Soccer, 01/02 21:00, FRA2, Live, 26′ Auxerre – Red Star (0-0), over 1.5, 1.81, 5, pinnacle, 0-0, -5,
Soccer, 02/02 14:00, GER2, Live, 74′ Heidenheim – D. Dresden (1-0), over 1.5, 1.93, 5, sbobet, 1-0, -5,
Soccer, 02/02 14:00, ESP1, Pre-Match, Levante – Getafe 0:0, 1 asian, 1.73, 5, pinnacle, 0-0, 0,
Soccer, 02/02 15:00, TUR1, Live, 74′ Trabzonspor – Ankaragucu (1-0), over 1.5, 1.80, 10, pinnacle, 1-0, -10,
Soccer, 02/02 16:30, GER1, Live, 69′ Nurnberg – Werder (0-1), over 1.5, 1.72, 10, bet365, 1-1, +7.2,
Soccer, 02/02 16:30, GER1, Pre-Match, Leverkusen – Bayern, GG & over 2.5, 1.73, 5, stoiximan, 3-1, +3.65,
Soccer, 02/02 16:30, GER1, Pre-Match, Eintracht Fr. – Dortmund, GG & over 2.5, 1.80, 5, bet365, 1-1, -5,
Soccer, 02/02 17:00, ENL2, Live, 83′ Bury – Crawley (1-0), over 1.5, 3.75, 5, bet365, 1-1, +13.75,
Soccer, 02/02 17:00, ENL1, Live, 69′ Sunderland – Wimbledon (1-0), over 1.5, 1.87, 5, pinnacle, 1-0, -5,
Soccer, 02/02 17:00, ENCH, Live, 69′ Sheff Utd – Bolton (1-0), over 1.5, 1.91, 5, sbobet, 2-0, +4.55,
Soccer, 02/02 17:00, ENCH, Live, 70′ Ipswich – Sheff Wed (0-0), over 0.5, 1.85, 5, bet365, 0-1, +4.25,
Soccer, 02/02 17:00 02-02 17:00, SCOL1 SCOL1, Live, 31′ Raith – Forfar (0-0) (5) 75' Raith - Forfar (1-0) (5), over 2 over 1.5, 1.80 1.75, 10, bet365, 1-1, +3.75,
Soccer, 02/02 17:00, ENCH, Pre-Match, West Brom – Middlesbrough 0:0.5, 2 asian, 1.78, 10, sbobet, 2-3, +7.8,
Soccer, 02/02 17:00, ENL1, Pre-Match, Walsall – Rochdale, over 2.5, 1.83, 5, sbobet, 1-2, +4.15,
Soccer, 02/02 17:00, EPL, Pre-Match, Crystal Palace – Fulham 0:0.5, 2 asian, 1.83, 10, pinnacle, 2-0, -10,
Soccer, 02/02 18:00, TUR1, Live, 71′ Alanyaspor – Galatasaray (1-1), over 2.5, 1.73, 10, pinnacle, 1-1, -10,
Soccer, 02/02 19:00 02-02 19:00 02-02 19:00, ITA1 ITA1 ITA1, Live, 68′ Napoli – Sampdoria (2-0) (2) 74' Napoli - Sampdoria (2-0) (3) (Anytime scorer), Quagliarella Quagliarella, 6.00 7.00, 5, bet365, No, -5,
Soccer, 02/02 19:00, ITA1, Pre-Match, Napoli – Sampdoria, Samp over 0.5, 1.82, 5, pinnacle, 3-0, -5,
Soccer, 02/02 21:00, BEL1, Live, 70′ Kortrijk – Lokeren (1-1), over 2.5, 1.72, 10, sbobet, 2-1, +7.2,
Soccer, 03/02 16:00, EPL, Live, 72′ Leicester – Man Utd (0-1), over 1.5, 1.84, 5, pinnacle, 0-1, -5,
Soccer, 03/02 17:45 03-02 17:45, HOL1 HOL1, Live, 13′ Den Haag – Heracles (0-0) (5) 80' Den Haag - Heracles (1-0) (5), over 2.5 over 1.5, 1.90 2.50, 10, pinnacle, 2-0, +2.5,
Soccer, 03/02 21:00, BRACUP, Live, 85′ Parana – Atl. Paranaense (1-1), over 2.5, 3.30, 5, pinnacle, 1-1, -5,
Soccer, 03/02 21:30, ITA1, Pre-Match, Roma – Milan 0:0.5, 2 asian, 1.79, 10, sbobet, 1-1, +7.9,
Soccer, 04/02 22:00, ITA1, Live, 70′ Cagliari – Atalanta (0-1), over 1.5, 1.95, 5, bet365, 0-1, -5,
Soccer, 05/02 13:30, IND1, Live, 75′ Shillong -Churcill (2-2), over 4.5, 1.70, 5, bet365, 3-2, +3.5,
Soccer, 05/02 19:30, FRACUP, Pre-Match, Croix IC – Dijon, 1 DNB, 4.75, 3, stoiximan, 0-3, -3,
Soccer, 05/02 19:30 05-02 21:45 05-02 22:00, FRACUP ENFA FRACUP, Pre-Match, Croix IC – Dijon 0:0 Newport - Middlesbrough 0:0 Bastia - Caen (Trixie x3), 1 asian 1 asian 1 DNB, 4.40 3.30 3.75, 12, bet365, 0-3 2-0 1-1, -2.1,
Soccer, 05/02 20:30, ACOU20, Live, 78′ Niger U20 – Burundi U20 (3-3), over 6.5, 1.95, 5, sbobet, 3-3, -5,
Soccer, 05/02 21:45, ENFA, Pre-Match, Newport – Middlesbrough 0:0, 1 asian, 3.30, 10, bet365, 2-0, +23.3,
Soccer, 05/02 22:00, FRACUP, Pre-Match, Bastia – Caen, 1 DNB, 3.90, 5, stoiximan, 1-1, 0,
Soccer, 07/02 13:30, IND1, Live, 73′ East Bengal – NEROCA (1-1), over 2.5, 1.73, 5, bet365, 2-1, +3.65,
Soccer, 07/02 18:00, ESP4, Live, 59′ Murense – Mercadal (0-0), over 0.5, 1.75, 5, bet365, 1-1, +3.75,
Soccer, 08/02 01:00, SUDU20, Live, 69′ Ecuador U20 – Brazil U20 (0-0), over 0.5, 1.70, 5, pinnacle, 0-0, -5,
Soccer, 09/02 00:00, ARG1, Live, 70′ Tigre – Banfield (4-4), over 8.5, 1.70, 10, bet365, 4-4, -10,
Soccer, 09/02 13:30 09-02 13:30, IND1 IND1, Live, 69′ Churchill Brothers – Mohun Bagan (0-1) (10) 79' Churchill Brothers - Mohun Bagan (1-1) (5), over 1.5 over 2.5, 1.74 2.09, 15, sbobet, 1-1, +2.4,
Soccer, 09/02 14:00, GER2, Live, 80′ Bochum – Paderborn (1-2), over 3.5, 2.00, 5, pinnacle, 1-2, -5,
Soccer, 09/02 14:00, ESP1, Live, 71′ Getafe – Celta (2-1), over 3.5, 1.91, 5, bet365, 3-1, +4.55,
Soccer, 09/02 14:00, GER2, Pre-Match, Union B. – Sandhausen 0:0.5, 1 asian, 1.78, 5, sbobet, 2-0, +3.9,
Soccer, 09/02 16:30, GER1, Live, 31′ Gladbach – Hertha (0-1 cks), Race to 5 cks, 1.80, 5, bet365, 4-5, -5,
Soccer, 09/02 17:00, ENL1, Live, 13′ Luton – Wycombe (0-0), over 2, 1.80, 5, pinnacle, 3-0, +4,
Soccer, 09/02 17:00, ENCO, Live, 73′ Braintree – Salford (0-0), over 0.5, 1.72, 5, bet365, 1-0, +3.6,
Soccer, 09/02 17:00, ENCO, Live, 57′ Braintree – Salford (0-0), over 1, 1.72, 5, pinnacle, 1-0, 0,
Soccer, 09/02 17:00, ENCH, Live, 67′ Bolton – Preston (0-1), over 1.5, 1.72, 10, bet365, 1-2, +7.2,
Soccer, 09/02 17:00, ENG6, Live, 73′ United of Manchester – Altrincham (0-1), over 1.5, 1.72, 5, bet365, 1-2, +3.6,
Soccer, 09/02 17:00, ENL2, Pre-Match, Forest Greene – Notts Co 0:1, 2 asian, 1.90, 5, bet365, 1-2, +4.5,
Soccer, 09/02 17:00, ENL1, Pre-Match, Luton – Wycombe, over 2.5, 2.00, 5, sbobet, 3-0, +5,
Soccer, 09/02 19:00, ITA2, Live, 69′ Brescia – Carpi (2-1), over 3.5, 1.75, 10, sbobet, 3-1, +7.5,
Soccer, 09/02 19:30, EPL, Pre-Match, Brighton – Burnley 0:0.5, 2 asian, 1.91, 10, sbobet, 1-3, +9.1,
Soccer, 09/02 19:30, HOL1, Live, 80′ Heracles – Ajax (1-0), over 1.5, 1.80, 10, bet365, 1-0, -10,
Soccer, 09/02 19:30, HOL1, Pre-Match, Heerenveen – Zwolle, X2, 1.80, 10, bet365, 1-1, +8,
Soccer, 09/02 19:30, HOL1, Pre-Match, Heracles – Ajax, GG & over 2.5, 1.85, 5, stoiximan, 1-0, -5,
Soccer, 10/02 13:00, ESP4, Live, 67′ Martinenc – Santboia (0-0), over 0.5, 1.80, 5, bet365, 0-0, -5,
Soccer, 10/02 15:00, GER3, Live, 75′ Braunschweig – Wehen (2-3), over 5.5, 2.18, 5, sbobet, 2-3, -5,
Soccer, 10/02 15:30, EPL, Live, 76′ Tottenham – Leicester (2-1), over 3.5, 2.11, 10, pinnacle, 3-1, +11.1,
Soccer, 10/02 15:30, EPL, Pre-Match, Tottenham – Leicester 0:1, 2 asian, 1.79, 10, sbobet, 3-1, -10,
Soccer, 10/02 18:00 10-02 18:00, FRA1, Live, 64′ Guingamp – Lille (0-1) (5) 78' Guingamp - Lille (0-1) (5), over 1.5 over 1.5, 1.78 2.54, 10, pinnacle, 0-2, +11.6,
Soccer, 10/02 21:00, BRACUP, Live, 83′ Maringa – Cascavel (2-0), over 2.5, 3.25, 5, bet365, 2-1, +11.25,
Soccer, 10/02 22:30, SUDU20, Live, 68′ Colombia U20 – Uruguay U20 (0-0), over 0.5, 1.82, 10, pinnacle, 0-0, -10,
Soccer, 11/02 19:30, GRE1, Live, 10′ Asteras – Aris (0-1), under 3, 1.75, 5, sbobet, 0-3, 0,
Soccer, 11/02 21:00, ESP4, Live, 64’ Cabecense – Algeciras (0-0), over 0.5, 1.73, 10, bet365, 0-1, +7.3,
Soccer, 11/02 21:45, FRA2, Live, 75’ Brest – Auxerre (1-0), over 1.5, 2.20, 5, bet365, 1-0, -5,
Soccer, 11/02 22:00, EPL, Pre-Match, Wolves – Newcastle 0:0.75, 2 asian, 1.85, 10, pinnacle, 1-1, +8.5,
Soccer, 12/02 18:00, ALG2, Live, 64′ ASO Chlef – USM Blida (1-0), over 1.5, 1.75, 5, bet365, 1-0, -5,
Soccer, 12/02 21:45 12-02 21:45, ENL2 ENL2, Live, 69′ Newport – MK Dons (0-0) (5) 85' Newport - MK Dons (0-0) (5), over 0.5 over 0.5, 1.80 4.00, 10, pinnacle, 0-1, +19,
Soccer, 13/02 21:45, ENCH, Pre-Match, Sheff Utd – Middlesbrough 0:0.5, 2 asian, 1.93, 10, pinnacle, 1-0, -10,
Soccer, 15/02 15:30, UAE1, Live, 77′ Al Wahda – Al Fujairah (2-1), over 3.5, 1.73, 5, bet365, 3-1, +3.65,
Soccer, 15/02 16:00 15-02 16:00, JRD1, Live, 67′ That Ras – Al Faisaly (0-1) (5) 93' That Ras - Al Faisaly (1-2) (3), over 1.5 over 3.5, 1.78 5.50, 8, bet365, 0-2, +0.9,
Soccer, 15/02 18:10, QTR1, Live, 8′ Qatar SC – Al Shahaniya (0-0), X, 3.75, 5, bet365, 0-0, +13.75,
Soccer, 15/02 20:00, GER3, Live, 10′ Unterhaching – Wehen (0-0), over 2, 1.73, 5, sbobet, 1-2, +3.65,
Soccer, 15/02 20:00, FRA1, Live, 73′ Nimes – Dijon (1-0), over 1.5, 1.85, 10, bet365, 2-0, +8.5,
Soccer, 15/02 21:00, FRA3, Live, 79′ Cholet – Drancy (1-0), over 1.5, 2.62, 5, bet365, 2-0, +8.1,
Soccer, 15/02 21:30, ITA1, Live, 7′ Juventus – Frosinone (1-0), under 4, 1.88, 10, pinnacle, 3-0, +8.8,
Soccer, 15/02 22:00 15-02 22:00, FRA1 FRA1, Live, 75′ Lyon – Guingamp (2-1) (5) 80' Lyon - Guingamp (2-1) (5), over 3.5 over 3.5, 1.80 2.12, 10, bet365, 2-1, -10,
Soccer, 16/02 10:30, IND1, Live, 79′ Aizawl – Mohun Bagan (1-2), over 3.5, 3.00, 5, bet365, 1-2, -5,
Soccer, 16/02 14:30 16-02 17:00 17-02 18:00 18-02 21:30, ENFA, Pre-Match, Brighton – Derby Wimbledon - Millwall Doncaster - Crystal Palace 0:0 Chelsea - Man Utd 0:0, 2 DNB 1 DNB 1 asian 2 asian, 3.00 2.75 3.55 2.68, 11, bet365, 2-1 0-1 0-2 0-2, -11,
Soccer, 16/02 15:00, GER4, Live, 69′ RW Essen – Herkenrath (1-0), over 1.5, 1.72, 5, pinnacle, 2-0, +3.6,
Soccer, 16/02 15:00, GER3, Pre-Match, Preussen Munster – Osnabruck, under 2.5, 1.80, 5, bet365, 0-0, +4,
Soccer, 16/02 16:30, GER1, Live, 70′ Stuttgart – Leipzig (1-2), over 3.5, 1.74, 5, pinnacle, 1-3, +3.7,
Soccer, 16/02 17:00, ENG6, Live, 74′ Nuneaton – Spennymoor (0-0), over 0.5, 1.83, 10, bet365, 0-2, +8.3,
Soccer, 16/02 17:00, ENCH, Live, 68′ Ipswich – Stoke (0-1), over 1.5, 1.82, 10, sbobet, 1-1, +8.2,
Soccer, 16/02 17:00, ENL1, Live, 65′ Exeter – Bury (0-1), over 1.5, 1.73, 5, bet365, 0-1, -5,
Soccer, 16/02 17:00, ENL1, Live, 18′ Oxford – Peterborough (0-0), over 2, 1.72, 10, pinnacle, 0-1, -10,
Soccer, 16/02 18:00 16-02 18:00, HUN1, Live, 72′ Haladas – Mezokovesd (1-2) (5) 76' Haladas - Mezokovesd (1-2) (5), over 3.5 over 3.5, 1.75 1.90, 10, bet365, 1-2, -10,
Soccer, 16/02 18:30, ESPU19, Live, 72′ El Olivar U19 – Europa U19 (0-1), over 1.5, 1.85, 5, bet365, 0-2, +4.25,
Soccer, 16/02 19:00, ESP1, Live, 13′ Zaragoza – Albacete (0-0), over 2, 1.78, 5, bet365, 0-0, -5,
Soccer, 16/02 19:00 16-02 19:00, BEL1 BEL1, Live, 77′ Kortrijk – Charleroi (1-1) (5) 83' Kortrijk - Charleroi (1-1) (5), over 2.5 over 2.5, 1.93 2.50, 10, bet365, 1-2, +12.15,
Soccer, 16/02 21:00, FRA1, Pre-Match, Monaco – Nantes 0:0.5, 1 asian, 1.95, 5, bet365, 1-0, +4.75,
Soccer, 16/02 21:30, BEL2, Pre-Match, Union St Gilloise – Roeselare 0:0.5, 2 asian, 2.03, 5, bet365, 1-2, +5.15,
Soccer, 16/02 21:45, ESP1, Pre-Match, Barcelona – Valladolid, 1 & under 4.5, 1.70, 10, stoiximan, 1-0, +7,
Soccer, 17/02 13:30, IND1, Live, 81′ East Bengal – Churchill Brothers (1-1), over 2.5, 2.20, 10, bet365, 1-1, -10,
Soccer, 17/02 13:30, IND1, Live, 63′ East Bengal – Churchill Brothers (0-0), over 0.5, 1.73, 10, bet365, 1-1, +7.3,
Soccer, 17/02 14:00, ARGRES, Live, 82′ Boca Jrs Res – Lanus Res (2-2), over 4.5, 2.38, 5, bet365, 2-2, -5,
Soccer, 17/02 14:00, GERU19, Live, 70′ Stut Kickers U19 – Heidenheim U19 (0-0), over 0.5, 1.72, 5, bet365, 0-0, -5,
Soccer, 17/02 14:30, GER2, Live, 60′ D. Dresden – Regensburg (0-0), over 1, 1.80, 10, pinnacle, 0-0, -10,
Soccer, 17/02 15:00, HUN2, Live, 68′ Monori – Becescaba (1-2), over 3.5, 1.73, 5, bet365, 2-2, +3.65,
Soccer, 17/02 15:30, ITA3, Live, 71′ Catania – Paganese (2-1), over 3.5, 1.73, 5, bet365, 2-1, -5,
Soccer, 17/02 16:00, ITA1, Live, 61′ Udinese – Chievo (0-0), over 0.5, 1.88, 10, pinnacle, 1-0, +8.8,
Soccer, 17/02 16:00, ITA1, Pre-Match, Genoa – Lazio, under 2.5, 1.98, 5, bet365, 2-1, -5,
Soccer, 17/02 17:00, POR3, Live, 61′ Alcains – Caldas (0-0), over 0.5, 1.72, 5, pinnacle, 0-0, -5,
Soccer, 17/02 17:00, POR1, Live, 65′ Belenences – Maritimo (0-0), over 0.5, 1.90, 5, sbobet, 0-1, +4.5,
Soccer, 17/02 19:30 17-02 19:30, GRE1, Pre-Match, Olympiacos – AEK (6.2) Olympiacos - AEK (3.8), X 2, 3.50 5.60, 10, stoiximan, 4-1, -10,
Soccer, 18/02 00:00, MEX1, Live, 69′ Lobos – Queretaro (2-1), over 3.5, 1.74, 10, sbobet, 3-1, +7.4,
Soccer, 18/02 22:00, ESP1, Live, 70’ Huesca – Athletic Bilbao (0-1), over 1.5, 1.93, 5, bet365, 0-1, -5,
Soccer, 19/02 21:45, SCOL2, Live, 67′ Cowdenbeath – Albion (1-0), over 1.5, 1.70, 5, bet365, 1-0, -5,
Soccer, 19/02 21:45, ENL1, Pre-Match, Portsmouth – Bristol Rovers 0:0.75, 2 asian, 1.89, 10, pinnacle, 1-1, +8.9,
Soccer, 20/02 03:00, MEXCUP, Live, 73′ Necaxa – Atletico San Luis (2-2), over 4.5, 1.75, 5, bet365, 2-3, +3.75,
Soccer, 21/02 19:55, EL, Live, 75′ Eintracht Frankfurt – Shaktar (2-1), over 3.5, 1.74, 5, pinnacle, 4-1, +3.7,
Soccer, 21/02 22:00, EL, Live, 75′ Betis – Rennes (1-2), over 3.5, 1.80, 5, bet365, 1-3, +4,
Soccer, 21/02 22:00 21-02 22:00, EL EL, Live, 70′ Benfica – Galatasaray (0-0) (5) 80' Benfica - Galatasaray (0-0) (5), over 0.75 over 0.5, 1.86 2.04, 10, pinnacle, 0-0, -10,
Soccer, 22/02 14:00, ENGU23, Live, 74′ Birmingham U23 – Colchester U23 (0-0), over 0.5, 1.75, 5, bet365, 2-1, +3.75,
Soccer, 22/02 15:30, UAE1, Live, 73′ Didda Al Fujairah – Emirates FC (0-0), over 0.5, 1.85, 5, bet365, 1-1, +4.25,
Soccer, 22/02 16:00, ALG2, Live, 69′ Magra – USM Bilda (1-0), over 1.5, 1.83, 5, bet365, 1-0, -5,
Soccer, 22/02 21:00, FRA3, Live, 83′ Laval – Cholet (1-1), over 2.5, 3.45, 5, bet365, 3-2, +12.25,
Soccer, 22/02 21:00, FRA2, Pre-Match, Metz – Paris FC 0:0.5, 2 asian, 2.02, 5, sbobet, 2-0, -5,
Soccer, 22/02 21:45, FRA1, Pre-Match, Strasbourg – Lille, over 2, 1.77, 5, sbobet, 1-1, 0,
Soccer, 22/02 22:00, EPL, Live, 70′ West Ham – Fulham (2-1), over 3.5, 1.82, 5, bet365, 3-1, +4.1,
Soccer, 23/02 14:30, GERU19, Live, 76′ FSV U19 – Hoffenheim U19 (1-1), over 2.5, 1.75, 5, bet365, 1-2, +3.75,
Soccer, 23/02 15:00, GER2, Live, 30′ Hansa Rostock – Meppen (0-0), over 1.5, 1.84, 5, sbobet, 0-2, +4.2,
Soccer, 23/02 16:00, IND1, Live, 70′ Chennaiyin – Jamshedpur (0-0), over 0.5, 1.85, 5, bet365, 0-0, -5,
Soccer, 23/02 16:30, GER1, Live, 10′ Gladbach – Wolfsburg (0-0) 0:0.5, 1 asian, 1.97, 10, pinnacle, 0-3, -10,
Soccer, 23/02 17:00, ESP3, Live, 63′ Durango – Vitoria (0-1), over 1.5, 1.78, 5, bet365, 1-1, +3.9,
Soccer, 23/02 17:00, ENL1, Live, 84′ Wimbledon – Charlton (1-1), over 2.5, 3.25, 5, bet365, 1-2, +11.25,
Soccer, 23/02 17:00, ENL2, Live, 75′ Tranmere – Notts Co (1-0), over 1.5, 2.22, 5, pinnacle, 1-0, -5,
Soccer, 23/02 17:00, FINCUP, Live, 5′ TPV – KTP (0-0), X, 3.50, 10, bet365, 1-1, +25,
Soccer, 23/02 17:00, ENCH, Live, 64′ Stoke – Aston Villa (1-1), over 2.5, 1.75, 5, bet365, 1-1, -5,
Soccer, 23/02 17:00, SWECUP, Live, 79′ Falkenberg – Degerfors (1-1), over 2.5, 2.50, 10, bet365, 2-1, +15,
Soccer, 23/02 18:00 23-02 18:00, BEL2 BEL2, Live, 66′ Beerschot – Roeselare (0-0) (10) 84' Beerschot - Roeselare (1-1) (5), over 0.5 over 2.5, 1.73 3.00, 15, bet365, 1-1, +2.3,
Soccer, 23/02 19:00, ESP2, Live, 68′ Gimnastic – Cadiz (2-3), over 5.5, 1.85, 10, bet365, 2-3, -10,
Soccer, 23/02 21:30 23-02 21:30, BEL1 BEL1, Live, 60′ Mouscron – Lokeren (1-0) (5) 72' Mouscron - Lokeren (1-0) (5), over 2 over 1.5, 1.80 1.85, 10, bet365, 1-0, -10,
Soccer, 23/02 21:30, BEL2, Live, 48′ Mechelen – Union SG (0-2), over 3.5, 1.88, 5, pinnacle, 0-5, +4.4,
Soccer, 23/02 21:30, ESP2, Live, 75′ Osasuna – Zaragoza (1-0), over 1.5, 2.00, 5, pinnacle, 1-0, -5,
Soccer, 24/02 14:30, GER4, Live, 71′ Union Furtsenwalde – Optok Rathernow (1-0), over 1.5, 1.73, 5, bet365, 1-0, -5,
Soccer, 24/02 15:00, ENGU23, Live, 75′ Bournemouth U23 – Liverpool U23 (0-1), over 1.5, 1.81, 5, pinnacle, 0-2, +4.05,
Soccer, 24/02 15:00, HUN2, Live, 72′ Nyiregyhaza Spartacus-Monori (2-1), over 3.5, 1.72, 5, bet365, 2-1, -5,
Soccer, 24/02 15:30, ITA3, Live, 75′ Catanzaro – Monopoli (1-0), over 1.5, 2.14, 5, pinnacle, 1-0, -5,
Soccer, 24/02 15:30, ITA3, Live, 71′ Carrarese – Pontedera (1-0), over 1.5, 1.75, 5, bet365, 1-0, -5,
Soccer, 24/02 16:00, FRA1, Live, 30′ Montpellier – Reims (1-1), under 3.5, 1.75, 5, sbobet, 2-4, -5,
